Question_No,Question,Acceptance,isPremium,Difficulty,Question_Link,Solution
3114, Latest Time You Can Obtain After Replacing Characters,35.70%,FALSE,Easy,https://leetcode.com/problems/latest-time-you-can-obtain-after-replacing-characters/description,https://leetcode.com/problems/latest-time-you-can-obtain-after-replacing-characters/solutions
3115, Maximum Prime Difference,58.30%,FALSE,Medium,https://leetcode.com/problems/maximum-prime-difference/description,https://leetcode.com/problems/maximum-prime-difference/solutions
3116, Kth Smallest Amount With Single Denomination Combination,16.90%,FALSE,Hard,https://leetcode.com/problems/kth-smallest-amount-with-single-denomination-combination/description,https://leetcode.com/problems/kth-smallest-amount-with-single-denomination-combination/solutions
3117, Minimum Sum of Values by Dividing Array,28.20%,FALSE,Hard,https://leetcode.com/problems/minimum-sum-of-values-by-dividing-array/description,https://leetcode.com/problems/minimum-sum-of-values-by-dividing-array/solutions
3118, Friday Purchase III,59.80%,TRUE,Medium,https://leetcode.com/problems/friday-purchase-iii/description,https://leetcode.com/problems/friday-purchase-iii/solutions
3119, Maximum Number of Potholes That Can Be Fixed,60.10%,TRUE,Medium,https://leetcode.com/problems/maximum-number-of-potholes-that-can-be-fixed/description,https://leetcode.com/problems/maximum-number-of-potholes-that-can-be-fixed/solutions
3120, Count the Number of Special Characters I,65.80%,FALSE,Easy,https://leetcode.com/problems/count-the-number-of-special-characters-i/description,https://leetcode.com/problems/count-the-number-of-special-characters-i/solutions
3121, Count the Number of Special Characters II,41.60%,FALSE,Medium,https://leetcode.com/problems/count-the-number-of-special-characters-ii/description,https://leetcode.com/problems/count-the-number-of-special-characters-ii/solutions
3122, Minimum Number of Operations to Satisfy Conditions,41.30%,FALSE,Medium,https://leetcode.com/problems/minimum-number-of-operations-to-satisfy-conditions/description,https://leetcode.com/problems/minimum-number-of-operations-to-satisfy-conditions/solutions
3123, Find Edges in Shortest Paths,48.00%,FALSE,Hard,https://leetcode.com/problems/find-edges-in-shortest-paths/description,https://leetcode.com/problems/find-edges-in-shortest-paths/solutions
3124, Find Longest Calls,67.40%,TRUE,Medium,https://leetcode.com/problems/find-longest-calls/description,https://leetcode.com/problems/find-longest-calls/solutions
3125, Maximum Number That Makes Result of Bitwise AND Zero,69.80%,TRUE,Medium,https://leetcode.com/problems/maximum-number-that-makes-result-of-bitwise-and-zero/description,https://leetcode.com/problems/maximum-number-that-makes-result-of-bitwise-and-zero/solutions
3126, Server Utilization Time,58.00%,TRUE,Medium,https://leetcode.com/problems/server-utilization-time/description,https://leetcode.com/problems/server-utilization-time/solutions
3127, Make a Square with the Same Color,51.40%,FALSE,Easy,https://leetcode.com/problems/make-a-square-with-the-same-color/description,https://leetcode.com/problems/make-a-square-with-the-same-color/solutions
3128, Right Triangles,47.80%,FALSE,Medium,https://leetcode.com/problems/right-triangles/description,https://leetcode.com/problems/right-triangles/solutions
3129, Find All Possible Stable Binary Arrays I,27.00%,FALSE,Medium,https://leetcode.com/problems/find-all-possible-stable-binary-arrays-i/description,https://leetcode.com/problems/find-all-possible-stable-binary-arrays-i/solutions
3130, Find All Possible Stable Binary Arrays II,28.40%,FALSE,Hard,https://leetcode.com/problems/find-all-possible-stable-binary-arrays-ii/description,https://leetcode.com/problems/find-all-possible-stable-binary-arrays-ii/solutions
3131, Find the Integer Added to Array I,82.30%,FALSE,Easy,https://leetcode.com/problems/find-the-integer-added-to-array-i/description,https://leetcode.com/problems/find-the-integer-added-to-array-i/solutions
3132, Find the Integer Added to Array II,31.30%,FALSE,Medium,https://leetcode.com/problems/find-the-integer-added-to-array-ii/description,https://leetcode.com/problems/find-the-integer-added-to-array-ii/solutions
3133, Minimum Array End,38.10%,FALSE,Medium,https://leetcode.com/problems/minimum-array-end/description,https://leetcode.com/problems/minimum-array-end/solutions
3134, Find the Median of the Uniqueness Array,28.90%,FALSE,Hard,https://leetcode.com/problems/find-the-median-of-the-uniqueness-array/description,https://leetcode.com/problems/find-the-median-of-the-uniqueness-array/solutions
3135, Equalize Strings by Adding or Removing Characters at Ends,56.00%,TRUE,Medium,https://leetcode.com/problems/equalize-strings-by-adding-or-removing-characters-at-ends/description,https://leetcode.com/problems/equalize-strings-by-adding-or-removing-characters-at-ends/solutions
3136, Valid Word,38.00%,FALSE,Easy,https://leetcode.com/problems/valid-word/description,https://leetcode.com/problems/valid-word/solutions
3137, Minimum Number of Operations to Make Word K-Periodic,62.90%,FALSE,Medium,https://leetcode.com/problems/minimum-number-of-operations-to-make-word-k-periodic/description,https://leetcode.com/problems/minimum-number-of-operations-to-make-word-k-periodic/solutions
3138, Minimum Length of Anagram Concatenation,41.90%,FALSE,Medium,https://leetcode.com/problems/minimum-length-of-anagram-concatenation/description,https://leetcode.com/problems/minimum-length-of-anagram-concatenation/solutions
3139, Minimum Cost to Equalize Array,16.90%,FALSE,Hard,https://leetcode.com/problems/minimum-cost-to-equalize-array/description,https://leetcode.com/problems/minimum-cost-to-equalize-array/solutions
3140, Consecutive Available Seats II,62.00%,TRUE,Medium,https://leetcode.com/problems/consecutive-available-seats-ii/description,https://leetcode.com/problems/consecutive-available-seats-ii/solutions
3141, Maximum Hamming Distances,71.70%,TRUE,Hard,https://leetcode.com/problems/maximum-hamming-distances/description,https://leetcode.com/problems/maximum-hamming-distances/solutions
3142, Check if Grid Satisfies Conditions,43.50%,FALSE,Easy,https://leetcode.com/problems/check-if-grid-satisfies-conditions/description,https://leetcode.com/problems/check-if-grid-satisfies-conditions/solutions
3143, Maximum Points Inside the Square,39.00%,FALSE,Medium,https://leetcode.com/problems/maximum-points-inside-the-square/description,https://leetcode.com/problems/maximum-points-inside-the-square/solutions
3144, Minimum Substring Partition of Equal Character Frequency,41.20%,FALSE,Medium,https://leetcode.com/problems/minimum-substring-partition-of-equal-character-frequency/description,https://leetcode.com/problems/minimum-substring-partition-of-equal-character-frequency/solutions
3145, Find Products of Elements of Big Array,25.60%,FALSE,Hard,https://leetcode.com/problems/find-products-of-elements-of-big-array/description,https://leetcode.com/problems/find-products-of-elements-of-big-array/solutions
3146, Permutation Difference between Two Strings,89.20%,FALSE,Easy,https://leetcode.com/problems/permutation-difference-between-two-strings/description,https://leetcode.com/problems/permutation-difference-between-two-strings/solutions
3147, Taking Maximum Energy From the Mystic Dungeon,40.60%,FALSE,Medium,https://leetcode.com/problems/taking-maximum-energy-from-the-mystic-dungeon/description,https://leetcode.com/problems/taking-maximum-energy-from-the-mystic-dungeon/solutions
3148, Maximum Difference Score in a Grid,47.80%,FALSE,Medium,https://leetcode.com/problems/maximum-difference-score-in-a-grid/description,https://leetcode.com/problems/maximum-difference-score-in-a-grid/solutions
3149, Find the Minimum Cost Array Permutation,23.20%,FALSE,Hard,https://leetcode.com/problems/find-the-minimum-cost-array-permutation/description,https://leetcode.com/problems/find-the-minimum-cost-array-permutation/solutions
3150, Invalid Tweets II,87.70%,TRUE,Easy,https://leetcode.com/problems/invalid-tweets-ii/description,https://leetcode.com/problems/invalid-tweets-ii/solutions
3151, Special Array I,75.80%,FALSE,Easy,https://leetcode.com/problems/special-array-i/description,https://leetcode.com/problems/special-array-i/solutions
3152, Special Array II,30.10%,FALSE,Medium,https://leetcode.com/problems/special-array-ii/description,https://leetcode.com/problems/special-array-ii/solutions
3153, Sum of Digit Differences of All Pairs,43.70%,FALSE,Medium,https://leetcode.com/problems/sum-of-digit-differences-of-all-pairs/description,https://leetcode.com/problems/sum-of-digit-differences-of-all-pairs/solutions
3154, Find Number of Ways to Reach the K-th Stair,36.70%,FALSE,Hard,https://leetcode.com/problems/find-number-of-ways-to-reach-the-k-th-stair/description,https://leetcode.com/problems/find-number-of-ways-to-reach-the-k-th-stair/solutions
3155, Maximum Number of Upgradable Servers,47.70%,TRUE,Medium,https://leetcode.com/problems/maximum-number-of-upgradable-servers/description,https://leetcode.com/problems/maximum-number-of-upgradable-servers/solutions
3156, Employee Task Duration and Concurrent Tasks,57.10%,TRUE,Hard,https://leetcode.com/problems/employee-task-duration-and-concurrent-tasks/description,https://leetcode.com/problems/employee-task-duration-and-concurrent-tasks/solutions
3157, Find the Level of Tree with Minimum Sum,69.60%,TRUE,Medium,https://leetcode.com/problems/find-the-level-of-tree-with-minimum-sum/description,https://leetcode.com/problems/find-the-level-of-tree-with-minimum-sum/solutions
3158, Find the XOR of Numbers Which Appear Twice,82.00%,FALSE,Easy,https://leetcode.com/problems/find-the-xor-of-numbers-which-appear-twice/description,https://leetcode.com/problems/find-the-xor-of-numbers-which-appear-twice/solutions
3159, Find Occurrences of an Element in an Array,73.40%,FALSE,Medium,https://leetcode.com/problems/find-occurrences-of-an-element-in-an-array/description,https://leetcode.com/problems/find-occurrences-of-an-element-in-an-array/solutions
3160, Find the Number of Distinct Colors Among the Balls,41.20%,FALSE,Medium,https://leetcode.com/problems/find-the-number-of-distinct-colors-among-the-balls/description,https://leetcode.com/problems/find-the-number-of-distinct-colors-among-the-balls/solutions
3161, Block Placement Queries,14.20%,FALSE,Hard,https://leetcode.com/problems/block-placement-queries/description,https://leetcode.com/problems/block-placement-queries/solutions
3162, Find the Number of Good Pairs I,86.70%,FALSE,Easy,https://leetcode.com/problems/find-the-number-of-good-pairs-i/description,https://leetcode.com/problems/find-the-number-of-good-pairs-i/solutions
3163, String Compression III,55.90%,FALSE,Medium,https://leetcode.com/problems/string-compression-iii/description,https://leetcode.com/problems/string-compression-iii/solutions
3164, Find the Number of Good Pairs II,25.70%,FALSE,Medium,https://leetcode.com/problems/find-the-number-of-good-pairs-ii/description,https://leetcode.com/problems/find-the-number-of-good-pairs-ii/solutions
3165, Maximum Sum of Subsequence With Non-adjacent Elements,17.00%,FALSE,Hard,https://leetcode.com/problems/maximum-sum-of-subsequence-with-non-adjacent-elements/description,https://leetcode.com/problems/maximum-sum-of-subsequence-with-non-adjacent-elements/solutions
3170, Lexicographically Minimum String After Removing Stars,35.90%,FALSE,Medium,https://leetcode.com/problems/lexicographically-minimum-string-after-removing-stars/description,https://leetcode.com/problems/lexicographically-minimum-string-after-removing-stars/solutions
3171, Find Subarray With Bitwise OR Closest to K,31.20%,FALSE,Hard,https://leetcode.com/problems/find-subarray-with-bitwise-or-closest-to-k/description,https://leetcode.com/problems/find-subarray-with-bitwise-or-closest-to-k/solutions
3172, Second Day Verification,71.10%,TRUE,Easy,https://leetcode.com/problems/second-day-verification/description,https://leetcode.com/problems/second-day-verification/solutions
3173, Bitwise OR of Adjacent Elements,95.50%,TRUE,Easy,https://leetcode.com/problems/bitwise-or-of-adjacent-elements/description,https://leetcode.com/problems/bitwise-or-of-adjacent-elements/solutions
3174, Clear Digits,73.00%,FALSE,Easy,https://leetcode.com/problems/clear-digits/description,https://leetcode.com/problems/clear-digits/solutions
3175, Find The First Player to win K Games in a Row,39.60%,FALSE,Medium,https://leetcode.com/problems/find-the-first-player-to-win-k-games-in-a-row/description,https://leetcode.com/problems/find-the-first-player-to-win-k-games-in-a-row/solutions
3176, Find the Maximum Length of a Good Subsequence I,30.70%,FALSE,Medium,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-i/description,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-i/solutions
3177, Find the Maximum Length of a Good Subsequence II,24.50%,FALSE,Hard,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-ii/description,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-ii/solutions
